id,label
2557,8
14674,79
9527,97
9897,81
28460,97
25796,15
26973,59
27762,11
1620,66
21383,19
15344,62
18917,50
16438,29
22631,81
14219,63
5180,55
90,23
16309,87
19991,60
2117,86
8510,56
3479,54
15737,17
22565,0
14726,18
3153,28
12932,47
25406,46
6927,39
5749,62
19745,75
26114,72
14015,40
2031,38
16093,92
19225,92
28020,76
6048,61
16891,6
9837,51
24074,9
23202,88
14711,72
15090,63
7418,24
22097,14
16863,55
14375,52
3371,39
5409,37
14541,20
6228,10
27840,55
24545,41
26806,66
16347,33
25634,8
14595,93
6932,42
20225,59
5626,89
11819,95
27978,4
1062,35
16717,22
19355,86
22218,21
24420,78
382,15
24730,46
13249,45
13697,28
19926,26
6624,54
17166,57
4315,8
28611,2
12838,93
20095,17
14515,1
12781,12
13645,50
28810,42
23645,5
864,7
19830,77
24736,92
6066,9
18248,34
6171,99
4725,65
3317,66
11629,46
17374,93
14230,16
11906,50
11985,29
26465,10
10636,41
5130,50
19799,19
5927,3
20223,31
25094,36
18569,2
1503,50
21528,50
21626,49
18023,27
28310,16
12617,35
1666,21
1608,50
20606,81
22693,91
20045,74
27037,59
22843,50
28493,86
22254,19
25276,3
9912,77
24975,98
14059,83
23863,92
16431,78
7621,53
24546,42
22298,13
15487,23
25444,41
12339,71
22583,43
15935,99
21915,16
16167,25
1208,63
3664,26
2894,97
9893,30
18476,3
7801,87
5324,83
25627,32
14374,16
9046,28
27750,69
25859,79
486,32
28421,46
16661,61
24103,35
5903,60
174,40
24726,33
9441,85
14986,58
4027,38
8228,39
17226,50
11396,87
11050,63
9781,31
377,33
19437,75
19959,82
1811,51
10363,71
13694,88
19931,69
19456,48
12860,84
12660,2
7027,57
15457,59
18485,77
4589,50
1834,43
359,54
14069,97
4192,75
17279,82
13500,33
28553,1
10541,95
9855,61
147,0
20475,86
18146,31
21509,19
28215,3
3382,4
10916,47
25538,47
7889,32
22829,5
24158,55
1360,76
26948,87
2495,23
20602,72
19214,58
7302,65
13271,72
16710,34
3734,59
9881,24
27958,99
7450,84
11375,20
2568,33
28564,76
21575,8
24917,17
3841,49
24731,95
15419,34
8266,59
16762,69
10920,11
12590,74
21996,46
20287,29
1784,39
9090,32
18649,37
2833,84
7744,95
20764,85
22739,8
2060,64
18869,2
10199,77
22345,29
10696,90
18583,96
2562,47
20686,40
8273,38
26966,74
9934,37
26241,83
5009,58
23986,67
11644,50
13764,87
500,56
18526,41
15627,73
9694,8
14990,53
738,40
28390,28
7658,75
4734,99
6561,99
2886,34
13855,80
11366,83
19415,75
19424,11
6633,61
19023,42
19608,72
12150,53
9940,62
4432,62
11021,63
19747,28
11125,14
12250,85
26091,49
3890,96
9086,92
24801,55
16902,8
16570,93
6601,20
19916,19
9198,34
7348,88
8853,29
12758,44
13560,95
20904,85
18365,40
15096,3
8367,16
16882,83
12836,81
6859,80
10536,78
16580,12
23539,26
26365,11
3173,54
25211,40
10374,59
11692,47
2066,81
5854,68
23425,86
6528,65
1216,13
3240,8
7561,25
28396,87
15735,11
20782,76
14344,30
23094,15
17134,29
3744,99
11912,96
28481,66
20889,2
20721,58
6731,18
24385,74
4631,64
18948,91
13113,53
24481,63
14586,40
3364,7
16614,98
14679,85
7115,50
6611,33
6439,19
4376,20
21046,10
23286,39
7644,95
21937,10
24192,64
2029,96
26140,62
7745,33
24285,73
7669,72
833,41
26003,94
24950,23
18571,32
23682,89
9615,82
20130,46
4444,16
24267,92
10069,94
1381,69
21851,35
17514,94
23555,6
922,25
18465,32
8726,72
21789,56
19602,0
821,68
4158,55
16603,94
10499,31
28446,51
14628,32
24836,13
6263,0
12632,58
2465,25
14837,77
21138,97
8111,23
2160,60
27467,86
20467,4
18830,99
27547,26
8051,90
10466,54
8072,86
10774,46
5639,8
2361,41
5955,97
2445,93
17599,83
15797,65
28235,47
10847,32
13202,38
26096,33
19727,21
25270,9
3247,20
6923,59
5173,22
26891,30
25045,88
17554,89
16423,78
25302,3
16341,7
28885,7
2976,73
20951,8
28548,99
6015,18
24171,71
24646,64
26609,12
8769,69
20926,49
22335,47
27067,15
8210,69
18760,84
8424,26
28030,75
11437,33
25330,68
21327,1
177,10
15518,85
5332,83
5344,24
16826,35
8449,57
18190,35
3670,64
4178,44
19481,82
14682,22
20441,99
12013,73
1998,63
21656,29
13793,51
23320,80
12252,74
12249,23
26898,13
3975,65
8407,5
8541,43
2651,96
20026,83
8009,76
8826,27
3264,5
25394,7
1968,33
13292,51
3337,51
13786,83
25278,97
11562,30
7980,0
12003,78
10888,58
26931,81
20052,56
26013,77
5771,57
15162,94
6629,5
5219,18
21720,24
9571,79
3639,50
1362,86
5392,63
6507,52
21469,58
12987,47
4934,84
26703,37
7538,30
20473,88
4835,73
25666,41
10235,15
25253,27
24858,57
16976,82
6487,9
19166,33
6886,72
2832,69
28223,63
18987,80
13205,58
26532,88
20942,55
1549,36
11376,97
22306,25
16087,28
3582,62
3383,60
12991,9
5965,94
22172,98
25121,67
20447,95
4512,68
18411,25
1939,10
2534,87
18580,93
7227,22
9489,89
12858,60
24280,85
12263,72
21413,69
11285,13
11506,28
5305,3
12605,56
9280,87
24626,21
8166,18
14225,9
1595,54
3164,67
18255,48
20828,18
18296,33
22697,75
21711,91
19522,69
21957,14
20711,21
24961,87
2981,70
18443,85
11633,78
13711,76
25259,8
3936,88
6759,0
18291,83
13093,60
11220,37
8221,20
27086,18
12586,83
3498,81
23213,99
12833,9
4699,85
20829,25
22624,64
22545,60
11313,25
20328,0
4212,89
955,61
7892,58
17371,56
9562,68
25272,38
24114,36
19220,1
14790,75
7785,98
2481,64
15337,21
4549,77
1708,51
7748,82
28406,27
19595,97
4244,60
19921,10
19348,20
6477,54
17500,38
13367,71
19594,23
10592,53
1006,95
9541,99
3661,56
17807,36
12883,84
28167,26
22107,79
17109,67
13674,31
570,19
13156,5
19536,56
13875,56
8999,42
15292,42
28907,79
21040,57
13599,8
363,69
22391,44
28095,23
9673,98
18802,58
15331,10
9916,81
20734,99
9834,67
3069,16
14941,17
27593,9
7790,83
19189,45
17897,24
1513,14
23811,55
23913,37
17368,59
2531,13
18536,39
7534,50
15366,76
13987,96
21556,44
1767,18
24348,29
2903,61
10135,42
13928,79
526,39
19898,66
5362,77
22310,51
25874,38
26870,54
6798,71
7430,81
4016,82
25496,50
28108,97
6103,82
4121,44
22857,8
1041,91
14179,9
26464,50
28843,59
6253,20
14450,97
7217,49
23018,61
7434,16
22462,13
1421,78
1664,36
22230,24
23078,69
7494,44
6136,47
25244,83
26519,6
1766,98
12403,10
5186,46
10275,38
28660,17
21432,96
15661,62
23785,70
8020,69
14039,60
16696,36
3076,78
28467,2
2221,10
26516,19
1206,17
7167,61
23773,61
2746,55
15892,96
17918,86
24631,68
11732,21
19862,8
11741,16
13742,1
22121,23
11173,53
22750,46
12078,42
19634,45
25228,25
27427,60
15194,86
21104,98
27999,78
5477,1
21491,29
395,25
8379,66
25033,57
9920,40
15454,59
21288,7
16248,38
25511,30
7282,23
1729,47
23186,55
28029,19
12887,80
25070,48
20946,84
27316,60
9595,61
10054,0
9109,50
552,99
9367,38
602,35
27430,53
19915,25
15373,59
7730,55
12543,43
2545,45
10003,0
25293,22
26054,6
28488,91
477,46
8476,87
9341,0
22027,0
1446,61
21642,58
21101,27
9019,24
24658,53
460,76
92,95
13201,38
19257,24
20000,25
26740,53
24827,39
20259,52
4490,87
11628,69
804,83
5064,11
27731,8
9500,16
8579,13
11779,29
13066,24
5462,48
832,55
612,0
15157,95
9743,62
17777,2
28503,16
26166,27
15308,50
24931,24
20873,88
18714,94
14407,62
9419,41
15064,7
23909,52
12116,99
592,74
28103,89
9618,77
25926,75
18882,7
24695,62
19561,46
7435,45
2783,27
7205,78
27284,66
7354,0
3469,24
11977,31
7023,35
24383,87
21708,50
8091,70
27321,14
28368,63
20064,49
27737,24
18792,8
26358,84
16146,75
8747,24
5100,83
22900,47
20597,43
27303,12
28454,9
21038,30
14532,3
21011,63
13083,60
764,16
26869,19
19699,54
27012,83
4382,13
165,9
2767,96
21778,90
25307,59
5159,32
7861,86
13021,13
24368,57
28226,5
8330,17
11157,2
1641,52
24761,34
9765,52
16724,10
5542,64
20019,82
1758,7
21949,18
27456,45
23819,49
8096,99
934,88
26500,94
666,43
7666,10
10115,84
3129,79
13406,76
5755,41
27349,10
21492,67
3516,2
8193,58
3086,5
18801,61
18723,13
18382,76
1502,10
12700,94
27897,48
22978,16
21940,28
26912,57
28934,88
27032,20
24819,96
3354,5
27759,66
18509,5
3116,59
26976,81
17369,31
3043,68
19680,94
6425,9
13353,67
25580,82
23686,1
8006,13
7250,38
15324,0
2790,57
2578,87
26219,2
12954,43
14142,22
4400,42
7966,73
15196,92
5951,9
19828,84
15814,15
23033,96
24956,52
11639,84
14291,29
11036,44
3046,14
8969,84
10290,75
26779,96
7739,29
18145,80
22876,12
26194,24
27615,63
12983,88
250,27
26399,45
21866,1
28117,60
856,94
14681,59
18892,83
10157,71
12030,19
18725,94
6373,68
3020,41
20525,91
16654,95
5,5
22634,71
20966,21
25843,35
17387,47
28884,75
8542,28
8645,15
24590,93
3846,95
22456,41
13814,50
8089,54
19927,52
20726,93
11297,44
22184,72
17587,90
4867,69
6630,50
2008,25
25623,52
27659,35
11009,74
15791,9
7279,59
11405,1
7340,6
21164,36
20601,75
1684,35
20046,35
22934,78
1412,86
19328,84
14028,88
19548,62
19287,36
19987,30
9269,35
3971,54
21855,70
22839,79
20653,72
25576,57
8848,32
14771,19
9464,57
20088,7
7695,96
7188,32
27628,53
15802,0
3315,5
565,76
19300,11
25080,96
9825,76
1142,28
28326,0
2933,99
19451,11
3077,60
13792,45
20387,98
20731,37
12414,62
23439,82
11119,63
10423,58
13005,55
27614,86
15649,68
28324,64
14317,60
17730,86
791,66
5713,36
12112,92
3874,50
563,74
22240,75
5348,27
21071,84
25177,77
4128,66
7842,27
26493,43
14697,87
24611,31
11326,98
1318,44
24916,4
18280,68
5496,36
10190,58
18977,67
12650,78
24174,59
7214,28
27385,27
699,93
18625,71
21678,43
12927,85
27428,20
1975,58
14027,41
2977,72
16839,89
14111,9
24884,15
14081,16
13953,52
17179,61
26426,92
4802,31
8561,15
2962,22
20212,57
24692,96
3206,74
7198,34
11524,5
4149,8
14007,69
18420,25
5449,64
3738,38
27718,70
29075,17
744,56
2589,33
26548,41
19997,48
13542,3
23798,24
8494,85
24276,41
22951,49
277,40
15820,99
28165,1
3234,44
8563,86
6100,1
16904,88
6569,44
4051,97
5417,51
25162,15
17808,3
19889,7
11534,6
6616,0
14121,53
6434,28
7206,94
758,56
11514,74
11675,86
22360,99
19763,42
21,96
21475,87
12998,74
20586,27
1008,40
17847,1
20392,33
13045,31
10505,43
26077,65
7127,63
4945,67
28248,35
10717,29
4046,2
8641,50
1058,78
24700,8
3811,56
15325,19
9043,6
21025,15
5897,74
17111,34
7819,85
10678,43
27135,34
11513,82
9730,58
26457,74
9058,92
11427,36
24095,26
17150,44
2948,51
16747,62
26628,37
15321,58
11127,8
26212,94
984,24
10497,30
3078,0
27708,55
25224,76
22096,87
3070,62
7248,8
3748,44
28364,60
6367,0
24421,6
17620,97
9050,20
4682,86
11250,83
1127,80
6909,53
20058,3
411,84
25840,21
25819,95
17910,67
18226,95
6991,97
25789,59
19405,41
27475,96
28423,84
6677,87
23121,14
27608,96
10706,60
27880,22
28247,59
19993,97
6131,27
25466,96
16923,34
25151,87
11209,86
14732,26
20831,45
12448,75
13161,59
17965,11
2924,3
15452,95
26421,34
7185,69
10347,40
19648,26
9106,67
21044,67
10216,98
27525,18
17642,74
24028,31
22696,40
3231,53
13739,81
24816,27
6690,53
17437,21
9719,69
4921,44
19387,83
11379,62
6680,55
799,44
24708,75
8543,9
11967,39
23237,59
877,72
3156,6
1277,94
1702,80
16844,50
16392,1
11061,33
370,21
22398,24
404,39
17794,38
7231,53
14188,9
11016,21
5572,58
1541,21
24936,66
5330,18
14850,4
12375,94
13274,40
22294,45
19177,87
17552,37
19461,91
28879,33
11707,6
19236,40
10175,40
16885,34
2598,29
26456,9
28428,40
17904,90
21428,60
16655,71
7552,93
11821,86
23454,86
6138,82
12117,79
3794,59
349,66
6031,89
16163,53
22535,95
15994,33
4099,12
9455,58
12254,70
22593,14
17458,67
23325,24
12405,44
9498,28
21645,86
9299,2
21210,0
27153,57
19140,8
21315,38
2455,66
16421,14
20997,12
2077,46
18095,26
24469,12
11368,21
20547,57
10116,76
1976,66
28203,79
14984,39
6410,48
18664,21
6112,46
10808,12
21372,9
25453,88
26535,73
24562,45
17256,31
398,30
575,58
17548,90
8841,1
9795,49
25539,95
7950,93
13550,37
24358,23
12280,8
26689,19
15495,77
20499,95
3987,71
16977,44
22293,94
18207,62
1691,58
11177,36
25035,80
2365,48
22698,80
3392,83
24042,81
4970,78
15537,60
2982,61
9170,35
12854,30
3770,28
2417,26
4545,97
7288,43
12282,9
12744,76
22478,23
15151,66
8378,98
23739,61
21222,40
27485,15
27637,22
19911,69
14779,71
16995,19
26686,70
2868,81
14284,59
26868,86
9221,6
22201,80
8701,81
23967,31
510,71
17484,39
16238,99
20319,2
7913,29
26480,36
25401,53
21516,67
8844,44
12933,49
14774,98
3902,42
9192,24
25081,78
25979,38
571,81
21933,85
24630,18
3190,9
3050,43
19984,12
17545,51
5497,60
4798,83
26477,28
1172,80
21051,5
26523,52
16731,36
13433,41
12654,44
26834,35
9181,36
1501,17
25076,54
26989,65
22403,22
8968,59
2890,43
20718,36
12449,91
10020,24
21234,29
1562,16
23410,17
2275,3
12479,22
7208,9
19688,69
27287,29
8812,85
17230,28
13130,26
3878,72
12278,95
578,1
12421,12
9248,71
21603,8
24766,53
27780,55
3307,3
12381,85
23728,98
5106,20
8442,11
27594,99
12223,78
15841,8
19060,37
13373,36
26781,93
10023,28
9573,21
6763,42
4974,12
6992,65
5691,3
18209,38
22120,91
6142,82
3476,19
13118,98
22969,28
27464,68
21527,13
17983,98
9638,75
1114,3
3711,58
22781,77
25099,27
15433,50
14417,43
23356,79
25689,11
27194,79
18464,84
9530,23
24793,64
26324,21
28208,44
1680,52
17015,12
24686,85
27343,73
1027,46
17835,41
27046,79
16592,94
9676,51
10576,57
14245,92
11618,14
20837,25
23554,31
4136,78
25821,33
3335,12
24052,72
2736,83
23176,92
22532,26
25990,18
23220,76
241,34
26275,61
23198,19
19892,59
12989,86
20512,53
25896,52
3601,19
17156,79
12569,87
16831,30
19226,16
5996,63
7585,32
12363,66
23845,46
24272,26
5205,97
21149,9
17786,58
21226,30
23340,80
18676,40
21903,99
2935,81
24768,0
14123,31
22777,65
8179,81
13197,72
22415,92
17071,1
23346,96
18626,96
23499,25
4888,65
27775,35
18279,9
16758,82
28972,90
24061,24
21701,47
6520,89
1817,56
19450,89
23962,67
21739,40
2314,63
106,30
18073,40
28244,57
25628,42
23692,50
18709,80
21658,15
28954,33
16573,32
14243,74
3915,83
22818,78
9031,75
10834,63
11155,2
14213,69
16537,58
391,77
24027,71
22430,91
5697,72
1962,23
8772,46
3595,76
19978,70
21752,16
18995,79
2549,16
11433,99
2431,11
22506,21
14274,40
5735,92
12687,69
7969,44
22897,30
13159,43
28642,85
4680,39
21207,82
8011,14
9250,61
22355,86
13698,29
10761,95
21810,40
27177,7
15382,1
14452,25
21601,24
4750,65
5917,73
24294,31
18815,39
16496,80
13324,75
26250,41
19288,53
1640,20
27728,54
11748,2
27044,87
26313,98
2673,5
18010,30
517,0
13597,26
17719,55
10384,73
23890,16
10220,36
8135,71
6004,23
4386,33
17020,30
12694,93
23724,91
22672,41
23200,61
13633,97
20317,8
19182,6
26938,67
14582,68
2819,7
28391,95
6007,17
17471,87
21768,15
7759,6
24872,3
12064,59
27163,97
10850,84
15450,81
23831,21
9553,44
1126,17
27657,9
2639,52
13564,60
11484,32
11048,38
25208,11
9935,12
13842,2
911,2
22053,43
10057,43
23621,68
5721,23
28632,20
14260,92
3460,63
15895,73
25467,57
10034,27
25204,83
10966,58
10365,26
3892,64
24198,96
9263,95
28134,57
10245,85
6199,31
11515,53
28438,98
9874,61
4240,44
13930,53
19484,52
16932,53
28466,74
26903,62
2369,3
22939,30
17003,4
5737,3
25698,78
14187,49
16277,2
5795,18
10783,2
6011,32
22957,25
19545,75
22741,24
2037,86
1960,69
23691,65
18034,25
2201,11
26024,45
4000,48
4256,14
13469,54
5916,83
22883,28
14508,31
2360,96
25182,85
19263,85
17307,46
18953,19
17885,73
18196,34
7058,59
15175,66
8094,84
28645,98
16032,71
6292,7
16247,82
23363,88
21740,30
23635,26
28590,43
11394,84
6106,86
24212,43
7424,84
16693,60
28096,32
21884,70
11104,45
19778,74
27671,46
11265,71
7213,26
10426,30
10029,24
8691,92
18348,37
24589,49
19689,67
13527,52
22386,11
20143,95
15861,75
25794,12
11911,80
796,95
18535,31
5692,20
18107,51
7944,24
13401,7
12480,25
6860,3
25809,80
18547,27
4061,36
17759,50
21877,25
10935,28
23403,64
27721,63
25312,30
10919,49
606,37
16449,75
28123,4
28358,89
9448,98
14962,10
27242,88
23988,56
4003,20
7611,49
5512,49
7245,3
9334,58
9755,71
293,5
18486,83
27207,15
1336,31
17402,83
13543,30
28967,88
13968,49
689,60
15467,91
6960,70
19435,9
5076,2
6930,88
24832,15
17443,41
26168,26
15859,43
6986,68
22542,59
11576,23
12937,74
7514,83
21326,1
28816,40
20620,13
17502,4
10252,15
27749,95
25952,89
26592,1
7038,38
843,70
14644,76
19976,69
7871,55
22052,52
5987,22
18173,12
15882,44
19065,73
10213,35
18467,72
1057,41
12225,31
24604,13
16297,69
3375,5
128,37
3139,97
26759,16
9335,67
22115,19
16349,61
16103,28
8306,33
21460,73
7277,64
14439,21
25118,99
6789,77
15745,28
11962,91
22110,29
4813,11
60,63
9034,51
4074,42
18757,83
5560,36
13253,4
24410,78
14642,52
21459,48
14542,44
4319,29
22378,27
8279,38
4561,49
28820,92
25281,20
803,81
6262,52
1921,64
15027,3
24771,57
8620,82
22830,75
17445,42
16442,97
28542,35
20742,37
2814,41
12155,2
20195,30
20417,47
13602,24
2885,41
15357,22
8447,3
14060,8
13579,43
27235,35
9973,12
23065,71
23813,57
12007,78
1574,64
14244,73
4528,98
8784,95
13257,35
19439,58
18539,8
26850,31
7970,62
5869,22
4526,70
15286,66
11606,61
16975,44
24691,88
10844,79
12397,32
20931,99
10751,97
17262,81
21480,53
8599,97
22010,26
25227,88
28873,70
20801,59
9496,71
11980,83
27936,7
25532,86
4454,82
6298,53
6936,19
23606,4
11079,84
22848,25
15411,31
12688,0
22325,40
2828,41
2229,64
22194,47
21816,81
24739,51
5936,95
663,50
14389,4
6941,22
23826,86
22806,76
21638,16
22892,24
23695,98
26111,62
15403,8
8581,58
9313,81
19284,44
1835,1
17493,51
11551,7
28229,10
4080,82
26892,41
24339,35
16338,53
26925,68
17758,89
25803,42
17496,81
24787,18
4139,57
20541,4
19202,69
28830,96
13055,49
8654,25
3414,62
3171,1
13768,12
26848,88
3220,29
13986,45
17463,13
27085,79
24550,70
28621,87
3900,74
28557,77
14362,55
26937,83
17346,66
22241,36
5583,86
21671,46
25437,70
19575,25
12655,58
20655,81
7173,41
24211,97
27694,34
8921,43
2966,57
12570,12
7788,10
23245,24
26509,55
23424,4
9118,80
27215,1
12633,7
9410,67
12636,30
2844,27
11940,88
22251,92
13592,30
17558,74
26021,11
7709,70
10814,85
12292,63
7211,4
16966,78
4960,26
5726,70
14876,46
10403,45
2646,43
3999,52
18929,33
16441,44
19562,42
21743,28
2947,91
3245,34
9172,7
14181,6
10361,71
22856,88
1154,94
24275,38
10485,63
14200,15
26401,79
1972,83
9706,88
15359,87
16513,48
28659,97
14426,12
8808,95
992,43
6200,58
18668,41
16394,46
7683,62
18366,63
19163,65
5806,24
1133,43
22322,25
2499,31
4318,17
19150,53
1459,72
2002,20
24244,13
12575,78
5284,46
16089,11
19092,63
25491,23
12515,57
21477,60
21425,57
7461,11
19244,4
6922,76
3941,66
18971,8
21035,72
7915,72
16196,97
6511,85
22066,79
10731,5
9288,10
8438,31
8867,73
15668,31
23922,58
22484,74
24033,97
23791,34
5007,51
26728,11
8912,46
406,94
8890,18
12727,47
24874,17
6882,29
27403,10
23943,55
12378,13
861,35
27863,64
20451,11
3366,55
27851,47
23127,44
22754,33
26623,52
14197,76
20089,85
14163,87
2608,11
5472,31
24337,31
17581,83
15439,37
5636,73
5811,26
5062,99
16846,45
1910,87
3119,77
27582,99
16499,88
19658,36
15399,21
28851,47
2264,15
20616,80
21619,13
24599,94
17555,9
2457,38
10909,30
8167,83
20097,68
26777,33
20173,96
7567,77
14080,40
25704,16
12018,75
19972,0
22228,49
4057,26
6242,66
13407,25
28312,94
2660,36
21336,26
5770,68
1327,53
3994,80
6483,76
12409,22
2692,70
2521,58
4169,79
20020,91
1761,4
17954,1
10285,76
622,10
3831,44
7061,0
21029,96
4723,32
9675,80
22094,19
20822,23
23487,50
22440,97
13770,45
13065,17
25555,75
10031,13
23431,63
8134,22
15078,53
17014,0
10498,70
6223,10
9842,42
3440,57
12976,31
3980,5
28040,88
18859,49
10477,60
14940,73
6143,55
18254,23
2427,74
1399,3
3060,84
11587,16
14133,7
3279,41
2401,99
10229,82
34,13
7888,21
19654,29
4054,66
25669,49
3823,70
14826,86
15827,25
11031,24
6447,22
6754,96
28510,51
26753,0
1592,87
17801,11
15494,31
6307,41
26785,31
8854,98
17255,1
16994,99
4472,20
820,76
457,60
828,43
18396,82
27114,46
22539,15
2297,2
10542,11
21512,31
23545,51
2260,7
20147,79
19995,1
26642,26
5621,84
9261,43
22464,42
3895,88
16027,52
25214,20
24071,23
11826,18
17486,38
12514,65
25236,84
28906,44
18318,95
25579,31
21417,79
9996,8
5042,35
22576,55
22210,63
1156,93
6390,81
4836,54
20519,12
16144,27
10994,58
28225,73
9725,16
7957,68
3010,76
28767,61
12222,39
13137,74
5781,58
25132,13
7165,40
25662,60
25333,5
13601,31
4426,29
362,9
13541,33
14978,5
1731,21
16305,13
11058,51
18856,11
13318,92
25721,61
9402,3
21333,25
11266,40
26942,54
17743,50
18417,69
19108,92
18357,10
8014,25
28942,64
2504,30
13219,65
1598,59
10922,30
2955,64
12840,98
25554,52
11130,16
8633,66
14631,73
4344,84
26846,0
18449,60
27192,88
9913,21
21489,54
3223,89
16579,71
18922,15
16324,91
11613,11
15285,53
10254,33
10325,6
941,75
12977,60
14279,85
26874,3
7662,43
14124,98
18811,58
27219,79
17825,58
17604,42
24396,43
21020,73
15418,50
25337,79
21517,10
15060,67
24645,7
21843,80
18313,75
17901,85
7990,76
7440,21
26555,2
20986,92
9215,29
14892,31
18537,93
7754,10
9115,66
5047,89
286,38
20981,85
10602,80
27596,31
19427,70
27217,21
27513,39
771,71
14478,64
20027,84
5677,11
14917,35
3576,79
19269,75
17675,58
21209,28
86,43
21113,2
21000,65
12517,55
28451,48
13514,95
5390,61
7403,45
1125,4
28832,24
22683,36
25490,59
3052,41
12619,9
23289,9
14501,12
11761,91
8408,93
18064,71
2310,60
27326,5
3031,67
7953,66
20672,74
17298,29
27197,49
17658,92
24744,1
23779,12
3588,86
14712,44
7721,66
6413,80
28788,95
3254,77
19417,97
22340,48
21230,1
3402,59
5949,7
20082,96
12129,56
487,50
17085,93
23175,51
8487,42
8107,80
2190,77
24538,16
27055,69
4909,38
2281,82
11499,91
25811,59
420,35
13909,61
17752,70
10075,69
25635,45
24091,49
10974,9
15084,36
2053,72
17431,2
21440,28
3907,88
3955,51
12736,92
2945,49
24573,0
18742,59
14775,99
25590,0
15654,37
27362,67
28198,84
5225,24
10273,15
15616,1
26863,82
8411,5
2963,49
14708,25
26963,75
25031,40
16783,84
5826,94
25363,68
29077,49
26957,79
5298,67
13277,57
14999,32
12733,50
18081,79
8050,73
21863,99
28084,81
2372,43
27335,63
9945,5
1440,23
23133,25
24878,8
217,49
6461,98
23384,59
22663,90
1709,31
12705,4
15650,7
26474,12
23633,88
15568,2
12921,28
18165,3
3401,7
22105,99
6764,10
19472,33
1909,59
4166,72
24476,36
17869,10
10402,96
1531,69
9265,3
27483,92
3278,74
17641,4
23570,72
19867,82
14617,31
3397,68
17728,46
1173,65
11728,52
12284,14
8361,33
7639,3
27081,28
20566,86
14689,39
6217,35
15777,96
15968,69
10958,85
4249,78
11727,94
11505,31
27709,14
12645,67
3099,4
3674,60
8980,96
27941,53
5780,50
9425,45
8162,37
18338,5
3545,77
20854,86
28610,64
12703,53
6075,53
29012,30
28858,46
26687,29
9566,22
7544,28
806,56
24959,0
10532,0
18131,22
24017,13
17560,2
18480,46
25767,94
22854,59
4425,38
22087,76
22575,19
10579,80
19744,92
20004,15
19396,55
25166,23
220,7
19116,2
12929,46
7301,58
16484,72
26789,12
25784,38
9479,41
13523,12
16367,13
13316,11
24154,0
1015,9
23783,61
19316,87
20457,37
18758,74
2425,58
8140,95
5025,96
28300,67
27061,97
23073,39
8711,32
23108,13
3472,91
15985,35
13147,46
21019,17
15094,87
24016,77
8405,37
23414,36
16152,17
8436,46
1194,72
3454,12
21227,7
5898,55
20870,15
26069,29
2801,18
10041,77
26294,0
18093,91
23969,16
18599,15
14177,98
8762,47
27833,83
6353,63
23977,56
11288,16
28760,75
6164,92
15269,98
17333,6
14746,14
20564,23
28207,72
29084,67
2321,94
5579,36
4519,21
21639,33
14034,89
17242,32
13414,27
20848,14
2747,88
10223,97
8768,62
16930,0
6180,25
18568,59
4511,85
10941,21
24614,99
11108,30
6396,24
11049,84
1564,9
28061,35
27736,61
24785,40
9422,15
23612,34
4198,84
7668,42
27543,8
3913,20
18272,5
23758,60
16705,24
14867,64
3752,79
15339,74
15945,21
27739,28
18654,98
19554,2
25178,91
26993,47
24958,69
19587,86
2206,23
23181,20
27129,28
3183,44
7323,56
19124,0
9501,79
22495,74
24351,98
4985,27
9921,79
26055,92
10478,63
12147,27
3215,28
7875,12
7852,47
11685,94
13184,14
1333,83
25722,20
780,67
2577,95
22057,60
13861,75
3851,96
22866,12
22008,56
16298,91
22833,97
1953,13
3531,30
9558,85
18955,79
28819,36
3331,24
1479,79
14977,73
12864,74
21233,72
23407,56
14883,18
28200,50
14957,81
341,87
15618,72
6276,28
16034,5
8039,87
15904,20
1903,94
2581,26
749,92
14480,33
26192,13
16003,67
840,25
26112,22
8755,39
15652,96
9538,20
21882,84
8900,51
12729,93
12718,62
19314,54
16264,55
28639,65
24861,94
27346,68
4701,92
6302,82
530,34
18170,69
6818,4
27306,41
10232,55
3144,79
7562,37
20883,62
4412,37
7084,98
27414,99
22479,34
14102,78
15328,27
18828,75
1129,87
9908,68
5357,29
21865,35
22912,84
16916,31
22840,57
3767,49
6901,97
10170,94
22423,21
2615,88
11497,85
10989,16
7367,49
5695,40
27322,65
18822,71
3390,50
14367,43
27931,45
14635,86
23751,66
4931,3
5586,80
7735,68
25315,16
23433,68
28833,45
17670,32
1108,65
16647,70
2636,80
26185,59
16756,12
19772,96
12081,2
17376,88
10871,18
6757,10
22639,26
14952,79
7523,13
21408,15
28563,21
28956,25
28087,23
5490,82
16014,94
10944,99
13377,50
23766,99
22019,21
17091,98
3228,77
11803,88
13950,38
28343,44
8892,31
27937,59
26587,97
8871,21
94,26
22413,75
12016,68
20070,86
6294,75
12416,94
10320,82
1159,72
14455,49
28599,43
6838,32
23730,9
27787,54
9204,2
12443,49
21453,9
15476,34
11202,56
3547,34
12548,8
11392,60
12839,58
23716,26
26497,1
13811,74
16874,40
26610,20
25480,62
25163,94
10689,65
4845,13
12186,78
3688,20
25264,8
11956,57
28054,74
16466,95
6109,3
28965,81
18793,37
20495,84
4379,34
22457,72
18335,14
9686,72
18166,63
12634,60
11509,14
17774,32
28738,4
17946,96
7761,93
5864,61
15606,7
16827,47
24236,15
3640,27
9324,21
19294,73
3982,60
12245,76
13213,22
